"Date","Time","Open","High","Low","Close","Total Ticks"
01/28/2008,22:00:00,1.47814,1.47967,1.47372,1.47761,21059
01/29/2008,22:00:00,1.47761,1.4907,1.47544,1.48624,25332
01/30/2008,22:00:00,1.48624,1.49134,1.48014,1.486,31633
01/31/2008,22:00:00,1.486,1.49421,1.47849,1.47981,27594
02/03/2008,22:00:00,1.48032,1.48484,1.47926,1.48293,21031
02/04/2008,22:00:00,1.48293,1.48344,1.46224,1.46462,27123
02/05/2008,22:00:00,1.46462,1.4671,1.45913,1.46305,24632
02/06/2008,22:00:00,1.46305,1.46512,1.44385,1.44841,31569
02/07/2008,22:00:00,1.44841,1.45464,1.44506,1.45115,23996
02/10/2008,22:00:00,1.45152,1.45765,1.44815,1.45194,21798
02/11/2008,22:00:00,1.45194,1.46143,1.44957,1.45829,23835
02/12/2008,22:00:00,1.45829,1.4598,1.45312,1.4573,22773
02/13/2008,22:00:00,1.4573,1.46481,1.45482,1.46409,22747
02/14/2008,22:00:00,1.46409,1.47087,1.46309,1.46772,35006
02/17/2008,22:00:00,1.46787,1.46902,1.46105,1.46567,22112
02/18/2008,22:00:00,1.46567,1.47566,1.46417,1.47247,37405
02/19/2008,22:00:00,1.47247,1.47307,1.46138,1.47137,41841
02/20/2008,22:00:00,1.47137,1.48373,1.47019,1.48127,40219
02/21/2008,22:00:00,1.48127,1.48627,1.4788,1.48302,33806
02/24/2008,22:00:00,1.48302,1.48442,1.4794,1.48287,29887
02/25/2008,22:00:00,1.48287,1.49857,1.47772,1.49732,42992
02/26/2008,22:00:00,1.49732,1.51434,1.49702,1.51194,61843
02/27/2008,22:00:00,1.51194,1.52292,1.5073,1.51922,50355
02/28/2008,22:00:00,1.51922,1.52387,1.5143,1.51797,55596
03/02/2008,22:00:00,1.51797,1.52758,1.51569,1.5203,49329
03/03/2008,22:00:00,1.5203,1.52488,1.51727,1.52157,34717
03/04/2008,22:00:00,1.52157,1.53018,1.51448,1.52637,37829
03/05/2008,22:00:00,1.52637,1.53937,1.52607,1.53795,49499
03/06/2008,22:00:00,1.53795,1.54601,1.53138,1.53462,49723
03/09/2008,21:00:00,1.53462,1.54027,1.53117,1.53427,37442
03/10/2008,21:00:00,1.53427,1.5495,1.5282,1.53367,50473
03/11/2008,21:00:00,1.53367,1.55709,1.53307,1.55497,52151
03/12/2008,21:00:00,1.55497,1.56447,1.55222,1.56354,57929
03/13/2008,21:00:00,1.56354,1.56877,1.55318,1.56697,61673
03/16/2008,21:00:00,1.56697,1.59017,1.56697,1.57287,78073
03/17/2008,21:00:00,1.57287,1.58318,1.5617,1.5624,62698
03/18/2008,21:00:00,1.5624,1.57857,1.55817,1.56247,63593
03/19/2008,21:00:00,1.56247,1.56501,1.53963,1.54267,64017
03/20/2008,21:00:00,1.54267,1.54718,1.5404,1.54363,9471
03/23/2008,21:00:00,1.54363,1.54557,1.53408,1.5422,25484
03/24/2008,21:00:00,1.5422,1.56577,1.54067,1.56495,48913
03/25/2008,21:00:00,1.56495,1.58577,1.55828,1.58449,55823
03/26/2008,21:00:00,1.58449,1.58467,1.5726,1.57777,59143
03/27/2008,21:00:00,1.57777,1.58383,1.57409,1.5804,53770
03/30/2008,21:00:00,1.5804,1.58958,1.5759,1.57877,46070
03/31/2008,21:00:00,1.57877,1.57877,1.55629,1.56137,53528
04/01/2008,21:00:00,1.56137,1.57014,1.55322,1.56852,58643
04/02/2008,21:00:00,1.56852,1.5697,1.551,1.56837,60576
04/03/2008,21:00:00,1.56837,1.57728,1.56372,1.57297,49057
04/06/2008,21:00:00,1.57297,1.57367,1.56268,1.57099,37298
04/07/2008,21:00:00,1.57099,1.57977,1.56732,1.57112,46515
04/08/2008,21:00:00,1.57112,1.58648,1.56832,1.58309,43890
04/09/2008,21:00:00,1.58309,1.59129,1.57247,1.57417,55217
04/10/2008,21:00:00,1.57417,1.58548,1.57387,1.58269,48213
04/13/2008,21:00:00,1.58269,1.58858,1.56702,1.58312,50643
04/14/2008,21:00:00,1.58312,1.58747,1.57507,1.57881,46899
04/15/2008,21:00:00,1.57881,1.59788,1.57577,1.59465,53482
04/16/2008,21:00:00,1.59465,1.59837,1.5846,1.59075,48182
04/17/2008,21:00:00,1.59075,1.59556,1.57111,1.58089,46793
04/20/2008,21:00:00,1.58089,1.59472,1.57913,1.59121,40436
04/21/2008,21:00:00,1.59121,1.6019,1.58343,1.59908,49958
04/22/2008,21:00:00,1.59908,1.60025,1.58603,1.58885,42697
04/23/2008,21:00:00,1.58885,1.58963,1.56376,1.5682,54782
04/24/2008,21:00:00,1.5682,1.57068,1.55548,1.5593,52758
04/27/2008,21:00:00,1.5593,1.56931,1.55926,1.56561,40421
04/28/2008,21:00:00,1.56561,1.56631,1.55397,1.55713,39323
04/29/2008,21:00:00,1.55713,1.56437,1.55162,1.56216,45365
04/30/2008,21:00:00,1.56216,1.56426,1.54302,1.54741,36178
05/01/2008,21:00:00,1.54741,1.54971,1.53598,1.54126,39763
05/04/2008,21:00:00,1.54126,1.55185,1.54126,1.54966,22861
05/05/2008,21:00:00,1.54966,1.5594,1.54516,1.55317,37101
05/06/2008,21:00:00,1.55317,1.55385,1.5366,1.53931,39989
05/07/2008,21:00:00,1.53931,1.54416,1.5284,1.53926,47951
05/08/2008,21:00:00,1.53926,1.54885,1.53915,1.54815,36485
05/11/2008,21:00:00,1.54815,1.557,1.53663,1.55528,38675
05/12/2008,21:00:00,1.55528,1.55657,1.54306,1.54738,43269
05/13/2008,21:00:00,1.54738,1.54865,1.53956,1.54727,39491
05/14/2008,21:00:00,1.54727,1.55465,1.54193,1.54482,44064
05/15/2008,21:00:00,1.54482,1.56018,1.5436,1.55934,45116
05/18/2008,21:00:00,1.55934,1.56326,1.54855,1.55098,32414
05/19/2008,21:00:00,1.55098,1.56799,1.55033,1.56453,43870
05/20/2008,21:00:00,1.56453,1.57956,1.5629,1.57941,38518
05/21/2008,21:00:00,1.57941,1.58136,1.56927,1.57321,39018
05/22/2008,21:00:00,1.57321,1.57936,1.56963,1.57746,29717
05/25/2008,21:00:00,1.57746,1.57916,1.57409,1.57698,14495
05/26/2008,21:00:00,1.57698,1.58179,1.56821,1.56909,33631
05/27/2008,21:00:00,1.56909,1.57598,1.56082,1.56375,36617
05/28/2008,21:00:00,1.56375,1.56636,1.54853,1.55186,40608
05/29/2008,21:00:00,1.55186,1.55687,1.54616,1.55567,38986
06/01/2008,21:00:00,1.55567,1.55889,1.54863,1.55367,37102
06/02/2008,21:00:00,1.55367,1.56279,1.54098,1.54438,41217
06/03/2008,21:00:00,1.54438,1.54831,1.54186,1.54394,44481
06/04/2008,21:00:00,1.54394,1.56001,1.53643,1.55928,47118
06/05/2008,21:00:00,1.55928,1.57746,1.55719,1.57691,47221
06/08/2008,21:00:00,1.57691,1.58433,1.56183,1.56456,51754
06/09/2008,21:00:00,1.56456,1.56536,1.54403,1.54668,54725
06/10/2008,21:00:00,1.54668,1.55862,1.54491,1.55518,42314
06/11/2008,21:00:00,1.55518,1.55658,1.53786,1.54376,47456
06/12/2008,21:00:00,1.54376,1.54827,1.53028,1.53619,49406
06/15/2008,21:00:00,1.53619,1.55179,1.53442,1.54766,37860
06/16/2008,21:00:00,1.54766,1.55518,1.54603,1.55105,44216
06/17/2008,21:00:00,1.55105,1.55371,1.54627,1.55336,32251
06/18/2008,21:00:00,1.55336,1.55857,1.54655,1.55036,39649
06/19/2008,21:00:00,1.55036,1.56513,1.54917,1.56253,35840
06/22/2008,21:00:00,1.56253,1.56344,1.54676,1.55169,33991
06/23/2008,21:00:00,1.55169,1.56213,1.54914,1.55669,33781
06/24/2008,21:00:00,1.55669,1.56867,1.5536,1.56658,32989
06/25/2008,21:00:00,1.56658,1.57669,1.56284,1.57566,39645
06/26/2008,21:00:00,1.57566,1.57906,1.57189,1.57896,34795
06/29/2008,21:00:00,1.57896,1.58356,1.57307,1.57546,35585
06/30/2008,21:00:00,1.57546,1.58265,1.57225,1.57918,38341
07/01/2008,21:00:00,1.57918,1.58878,1.57768,1.58811,41359
07/02/2008,21:00:00,1.58811,1.59088,1.56813,1.57033,41603
07/03/2008,21:00:00,1.57033,1.57272,1.56544,1.56976,23574
07/06/2008,21:00:00,1.56976,1.57525,1.56107,1.57282,37282
07/07/2008,21:00:00,1.57282,1.57387,1.56345,1.567,35529
07/08/2008,21:00:00,1.567,1.57491,1.56495,1.57423,38189
07/09/2008,21:00:00,1.57423,1.58008,1.56907,1.57882,37089
07/10/2008,21:00:00,1.57882,1.59467,1.57648,1.59224,42729
07/13/2008,21:00:00,1.59224,1.59688,1.58408,1.59068,40570
07/14/2008,21:00:00,1.59068,1.60376,1.58653,1.59112,53976
07/15/2008,21:00:00,1.59112,1.59483,1.57998,1.58261,42091
07/16/2008,21:00:00,1.58261,1.58925,1.57826,1.58627,46299
07/17/2008,21:00:00,1.58627,1.58865,1.58069,1.58373,33323
07/20/2008,21:00:00,1.58373,1.59298,1.58271,1.59218,36263
07/21/2008,21:00:00,1.59218,1.59435,1.57568,1.57847,41723
07/22/2008,21:00:00,1.57847,1.57976,1.56701,1.56981,47009
07/23/2008,21:00:00,1.56981,1.57131,1.56279,1.56783,40974
07/24/2008,21:00:00,1.56783,1.57531,1.56622,1.56983,35674
07/27/2008,21:00:00,1.56983,1.57676,1.56836,1.57408,26789
07/28/2008,21:00:00,1.57408,1.57572,1.55529,1.55883,30777
07/29/2008,21:00:00,1.55883,1.56161,1.5522,1.55751,36818
07/30/2008,21:00:00,1.55751,1.56995,1.55689,1.56037,36068
07/31/2008,21:00:00,1.56037,1.56039,1.55124,1.55394,39936
08/03/2008,21:00:00,1.55394,1.56306,1.55394,1.55756,27901
08/04/2008,21:00:00,1.55756,1.55779,1.5442,1.54536,38310
08/05/2008,21:00:00,1.54536,1.55156,1.53974,1.54068,32955
08/06/2008,21:00:00,1.54068,1.55024,1.531,1.53246,37891
08/07/2008,21:00:00,1.53246,1.53341,1.49973,1.50171,53816
08/10/2008,21:00:00,1.50171,1.5083,1.48798,1.49091,47383
08/11/2008,21:00:00,1.49091,1.49639,1.48148,1.49259,49531
08/12/2008,21:00:00,1.49259,1.49797,1.48423,1.49181,53329
08/13/2008,21:00:00,1.49181,1.49501,1.47773,1.48245,46846
08/14/2008,21:00:00,1.48245,1.48255,1.46588,1.46723,43630
08/17/2008,21:00:00,1.46723,1.47679,1.46715,1.4693,39739
08/18/2008,21:00:00,1.4693,1.47931,1.46299,1.4774,47800
08/19/2008,21:00:00,1.4774,1.48059,1.46722,1.47459,45175
08/20/2008,21:00:00,1.47459,1.49034,1.47314,1.48984,49637
08/21/2008,21:00:00,1.48984,1.49077,1.47579,1.47737,39532
08/24/2008,21:00:00,1.47737,1.4808,1.46964,1.47529,33704
08/25/2008,21:00:00,1.47529,1.47599,1.45709,1.46554,47991
08/26/2008,21:00:00,1.46554,1.47761,1.46329,1.47259,49666
08/27/2008,21:00:00,1.47259,1.4811,1.46716,1.47048,51462
08/28/2008,21:00:00,1.47048,1.47673,1.46404,1.46697,42320
08/31/2008,21:00:00,1.46697,1.47209,1.45823,1.46161,32721
09/01/2008,21:00:00,1.46161,1.46168,1.44662,1.4518,54609
09/02/2008,21:00:00,1.4518,1.45307,1.43854,1.44969,52931
09/03/2008,21:00:00,1.44969,1.45441,1.43154,1.43239,57981
09/04/2008,21:00:00,1.43239,1.43474,1.41959,1.4234,67039
09/07/2008,21:00:00,1.4234,1.44285,1.40533,1.41249,65454
09/08/2008,21:00:00,1.41249,1.4226,1.40464,1.41304,61562
09/09/2008,21:00:00,1.41304,1.41782,1.39886,1.39964,64270
09/10/2008,21:00:00,1.39964,1.39989,1.38819,1.39964,62849
09/11/2008,21:00:00,1.39964,1.42227,1.39724,1.42159,59529
09/14/2008,21:00:00,1.42159,1.44803,1.40839,1.42407,73955
09/15/2008,21:00:00,1.42407,1.42911,1.40704,1.41269,71583
09/16/2008,21:00:00,1.41269,1.43829,1.40746,1.43241,72620
09/17/2008,21:00:00,1.43241,1.45407,1.4275,1.43467,74362
09/18/2008,21:00:00,1.43467,1.44927,1.41501,1.44727,64261
09/21/2008,21:00:00,1.44727,1.48663,1.44361,1.47747,67607
09/22/2008,21:00:00,1.47747,1.48248,1.46222,1.46452,64602
09/23/2008,21:00:00,1.46452,1.47462,1.46104,1.46205,58779
09/24/2008,21:00:00,1.46205,1.47677,1.45596,1.46076,62320
09/25/2008,21:00:00,1.46076,1.46777,1.45545,1.46116,52980
09/28/2008,21:00:00,1.46116,1.46116,1.43021,1.44301,64919
09/29/2008,21:00:00,1.44301,1.44324,1.40086,1.40924,68935
09/30/2008,21:00:00,1.40924,1.41736,1.39753,1.40072,65798
10/01/2008,21:00:00,1.40072,1.40315,1.37463,1.3818,76996
10/02/2008,21:00:00,1.3818,1.39079,1.37022,1.3804,72612
10/05/2008,21:00:00,1.3804,1.3804,1.34431,1.35022,79583
10/06/2008,21:00:00,1.35022,1.37431,1.34784,1.35866,82359
10/07/2008,21:00:00,1.35866,1.37547,1.35434,1.36517,93767
10/08/2008,21:00:00,1.36517,1.37847,1.35793,1.36017,75027
10/09/2008,21:00:00,1.36017,1.36525,1.32567,1.34121,88935
10/12/2008,21:00:00,1.34121,1.36832,1.34121,1.35807,68785
10/13/2008,21:00:00,1.35807,1.37687,1.35742,1.36173,74479
10/14/2008,21:00:00,1.36173,1.36878,1.34834,1.34967,73242
10/15/2008,21:00:00,1.34967,1.35381,1.33458,1.34537,86620
10/16/2008,21:00:00,1.34537,1.3517,1.33863,1.34036,70822
10/19/2008,21:00:00,1.34036,1.35303,1.32876,1.33421,62977
10/20/2008,21:00:00,1.33421,1.33583,1.30508,1.30608,64694
10/21/2008,21:00:00,1.30608,1.30773,1.27366,1.28508,81712
10/22/2008,21:00:00,1.28508,1.2935,1.27275,1.29323,88881
10/23/2008,21:00:00,1.29323,1.30047,1.24947,1.25867,110862
10/26/2008,21:00:00,1.25867,1.26832,1.23339,1.24925,87390
10/27/2008,21:00:00,1.24925,1.27425,1.23291,1.26797,86888
10/28/2008,21:00:00,1.26797,1.29916,1.26256,1.29599,99193
10/29/2008,21:00:00,1.29599,1.32975,1.28053,1.29139,97083
10/30/2008,21:00:00,1.29139,1.29204,1.26661,1.27385,89737
11/02/2008,22:00:00,1.27385,1.28977,1.25953,1.26433,65049
11/03/2008,22:00:00,1.26433,1.30477,1.25261,1.298,85704
11/04/2008,22:00:00,1.298,1.31161,1.27929,1.29521,90297
11/05/2008,22:00:00,1.29521,1.2955,1.26793,1.27119,93505
11/06/2008,22:00:00,1.27119,1.28501,1.26521,1.27621,85194
11/09/2008,22:00:00,1.27621,1.29267,1.27178,1.27475,73875
11/10/2008,22:00:00,1.27475,1.28003,1.25068,1.25212,73322
11/11/2008,22:00:00,1.25212,1.26317,1.24667,1.25056,87879
11/12/2008,22:00:00,1.25056,1.28554,1.23883,1.27682,103246
11/13/2008,22:00:00,1.27682,1.28292,1.2612,1.26871,87442
11/16/2008,22:00:00,1.26871,1.27417,1.25102,1.26489,80166
11/17/2008,22:00:00,1.26489,1.26998,1.25662,1.26167,79229
11/18/2008,22:00:00,1.26167,1.28139,1.24833,1.24872,84489
11/19/2008,22:00:00,1.24872,1.25936,1.24331,1.24522,92818
11/20/2008,22:00:00,1.24522,1.26373,1.2423,1.25771,88024
11/23/2008,22:00:00,1.25771,1.29542,1.25629,1.29518,81782
11/24/2008,22:00:00,1.29518,1.30808,1.28033,1.30635,93377
11/25/2008,22:00:00,1.30635,1.30703,1.28193,1.28782,80814
11/26/2008,22:00:00,1.28782,1.29685,1.28595,1.29031,41853
11/27/2008,22:00:00,1.29031,1.29566,1.26453,1.27004,56306
11/30/2008,22:00:00,1.27004,1.27122,1.25821,1.26083,70013
12/01/2008,22:00:00,1.26083,1.27668,1.25616,1.27109,81545
12/02/2008,22:00:00,1.27109,1.27413,1.26012,1.27161,76926
12/03/2008,22:00:00,1.27161,1.28478,1.25491,1.27756,70680
12/04/2008,22:00:00,1.27756,1.27993,1.26274,1.27149,64088
12/07/2008,22:00:00,1.27149,1.29679,1.27149,1.29622,57268
12/08/2008,22:00:00,1.29622,1.30009,1.27986,1.29251,61159
12/09/2008,22:00:00,1.29251,1.30699,1.29033,1.30198,60416
12/10/2008,22:00:00,1.30198,1.34062,1.30001,1.3352,69816
12/11/2008,22:00:00,1.3352,1.34154,1.32503,1.33738,76532
12/14/2008,22:00:00,1.33738,1.3722,1.33649,1.36872,62438
12/15/2008,22:00:00,1.36872,1.41494,1.36293,1.3998,63351
12/16/2008,22:00:00,1.3998,1.44372,1.39908,1.44169,78166
12/17/2008,22:00:00,1.44169,1.47191,1.41791,1.42446,92016
12/18/2008,22:00:00,1.42446,1.43095,1.38251,1.3918,73249
12/21/2008,22:00:00,1.3918,1.41245,1.39011,1.39416,59222
12/22/2008,22:00:00,1.39416,1.4021,1.39156,1.39236,45217
12/23/2008,22:00:00,1.39236,1.40183,1.39128,1.39939,25433
12/25/2008,22:00:00,1.39939,1.41184,1.39939,1.40584,10275
12/28/2008,22:00:00,1.40584,1.4363,1.39193,1.39251,58965
12/29/2008,22:00:00,1.39251,1.4221,1.39134,1.40545,52970
12/30/2008,22:00:00,1.40545,1.41473,1.3851,1.39382,37042
01/01/2009,22:00:00,1.39382,1.39864,1.38396,1.38504,38589
01/04/2009,22:00:00,1.38504,1.39628,1.35463,1.36341,67613
01/05/2009,22:00:00,1.36341,1.36594,1.33121,1.35351,79820
01/06/2009,22:00:00,1.35351,1.37472,1.34309,1.36436,80013
01/07/2009,22:00:00,1.36436,1.37998,1.35338,1.3701,70343
01/08/2009,22:00:00,1.3701,1.37497,1.34142,1.343,63396
01/11/2009,22:00:00,1.343,1.34729,1.32891,1.33597,72195
01/12/2009,22:00:00,1.33597,1.3373,1.31403,1.31802,76484
01/13/2009,22:00:00,1.31802,1.33361,1.30927,1.3189,72108
01/14/2009,22:00:00,1.3189,1.32418,1.30256,1.31055,80394
01/15/2009,22:00:00,1.31055,1.33437,1.31055,1.32881,69113
01/18/2009,22:00:00,1.32881,1.33852,1.30647,1.30668,51466
01/19/2009,22:00:00,1.30668,1.31033,1.28563,1.29018,83471
01/20/2009,22:00:00,1.29018,1.30856,1.28241,1.30206,89273
01/21/2009,22:00:00,1.30206,1.30825,1.29078,1.29995,80315
01/22/2009,22:00:00,1.29995,1.30345,1.27647,1.29844,76620
01/25/2009,22:00:00,1.29844,1.32075,1.28609,1.31875,74530
01/26/2009,22:00:00,1.31875,1.33295,1.31181,1.31591,79039
01/27/2009,22:00:00,1.31591,1.33283,1.31019,1.31644,88827
01/28/2009,22:00:00,1.31644,1.31791,1.29321,1.2951,87140
01/29/2009,22:00:00,1.2951,1.29565,1.27771,1.28043,80107
02/01/2009,22:00:00,1.28043,1.28988,1.2706,1.28421,72999
02/02/2009,22:00:00,1.28421,1.30577,1.28011,1.30378,78430
02/03/2009,22:00:00,1.30378,1.30705,1.28123,1.28475,80141
02/04/2009,22:00:00,1.28475,1.29055,1.2761,1.27885,80256
02/05/2009,22:00:00,1.27885,1.29929,1.27471,1.29249,73764
02/08/2009,22:00:00,1.29249,1.30934,1.28733,1.29998,69457
02/09/2009,22:00:00,1.29998,1.30746,1.28101,1.29112,88382
02/10/2009,22:00:00,1.29112,1.29977,1.28333,1.29032,77272
02/11/2009,22:00:00,1.29032,1.2943,1.27212,1.28591,81841
02/12/2009,22:00:00,1.28591,1.29421,1.28208,1.28875,70728
02/15/2009,22:00:00,1.28875,1.28875,1.27266,1.27945,46903
02/16/2009,22:00:00,1.27945,1.28035,1.25629,1.25814,81218
02/17/2009,22:00:00,1.25814,1.26402,1.25129,1.25292,70300
02/18/2009,22:00:00,1.25292,1.27601,1.25262,1.26722,70474
02/19/2009,22:00:00,1.26722,1.28836,1.25573,1.28356,73971
02/22/2009,22:00:00,1.28356,1.29913,1.26901,1.26917,68981
02/23/2009,22:00:00,1.26917,1.28766,1.26621,1.28442,74039
02/24/2009,22:00:00,1.28442,1.28987,1.269,1.27212,79899
02/25/2009,22:00:00,1.27212,1.28105,1.26821,1.27426,67258
02/26/2009,22:00:00,1.27426,1.27499,1.26038,1.26755,78689
03/01/2009,22:00:00,1.26755,1.26755,1.25451,1.25763,67860
03/02/2009,22:00:00,1.25763,1.26774,1.25213,1.25587,71609
03/03/2009,22:00:00,1.25587,1.26625,1.24559,1.26594,73794
03/04/2009,22:00:00,1.26594,1.2663,1.24801,1.25387,62351
03/05/2009,22:00:00,1.25387,1.27536,1.25317,1.2637,73790
03/08/2009,21:00:00,1.2637,1.27266,1.25558,1.26102,65423
03/09/2009,21:00:00,1.26102,1.28218,1.25786,1.26802,72500
03/10/2009,21:00:00,1.26802,1.28636,1.26166,1.28341,66824
03/11/2009,21:00:00,1.28341,1.29447,1.27317,1.29109,74467
03/12/2009,21:00:00,1.29109,1.29574,1.28618,1.29131,67414
03/15/2009,21:00:00,1.29131,1.3071,1.2833,1.29651,65518
03/16/2009,21:00:00,1.29651,1.30327,1.29312,1.30151,62258
03/17/2009,21:00:00,1.30151,1.34974,1.29862,1.34696,69033
03/18/2009,21:00:00,1.34696,1.37376,1.34165,1.36635,86887
03/19/2009,21:00:00,1.36635,1.3726,1.35169,1.35654,66329
03/22/2009,21:00:00,1.35654,1.37356,1.3485,1.36314,67255
03/23/2009,21:00:00,1.36314,1.36776,1.34302,1.34666,74039
03/24/2009,21:00:00,1.34666,1.36503,1.34183,1.35811,68988
03/25/2009,21:00:00,1.35811,1.36394,1.34935,1.35251,62408
03/26/2009,21:00:00,1.35251,1.35907,1.32567,1.32979,60466
03/29/2009,21:00:00,1.32979,1.32979,1.31122,1.31971,60031
03/30/2009,21:00:00,1.31971,1.33428,1.31735,1.32481,56156
03/31/2009,21:00:00,1.32481,1.32864,1.31662,1.32471,60828
04/01/2009,21:00:00,1.32471,1.35173,1.3222,1.34591,67623
04/02/2009,21:00:00,1.34591,1.34946,1.3365,1.34864,55960
04/05/2009,21:00:00,1.34864,1.35814,1.33572,1.34151,54480
04/06/2009,21:00:00,1.34151,1.3418,1.32262,1.32705,59189
04/07/2009,21:00:00,1.32705,1.33076,1.31472,1.32801,61640
04/08/2009,21:00:00,1.32801,1.33356,1.31262,1.31671,55324
04/09/2009,21:00:00,1.31671,1.31751,1.30881,1.31747,12951
04/12/2009,21:00:00,1.31747,1.33912,1.31258,1.33655,30079
04/13/2009,21:00:00,1.33655,1.33806,1.3226,1.32581,54943
04/14/2009,21:00:00,1.32581,1.32974,1.31462,1.32251,56183
04/15/2009,21:00:00,1.32251,1.3268,1.31265,1.31851,52988
04/16/2009,21:00:00,1.31851,1.31966,1.3017,1.3025,52011
04/19/2009,21:00:00,1.3025,1.30569,1.28879,1.29211,53711
04/20/2009,21:00:00,1.29211,1.29936,1.2897,1.29476,53972
04/21/2009,21:00:00,1.29476,1.30377,1.28852,1.30041,58240
04/22/2009,21:00:00,1.30041,1.31606,1.29795,1.31417,55788
04/23/2009,21:00:00,1.31417,1.33008,1.31125,1.32425,60047
04/26/2009,21:00:00,1.32425,1.32465,1.2999,1.3037,62677
04/27/2009,21:00:00,1.3037,1.31666,1.2964,1.31478,66147
04/28/2009,21:00:00,1.31478,1.33388,1.312,1.32721,73269
04/29/2009,21:00:00,1.32721,1.33857,1.31912,1.32282,80426
04/30/2009,21:00:00,1.32282,1.33276,1.3217,1.32634,40285
05/03/2009,21:00:00,1.32634,1.34249,1.3212,1.3405,55157
05/04/2009,21:00:00,1.3405,1.34372,1.32822,1.33283,65659
05/05/2009,21:00:00,1.33283,1.33744,1.32458,1.33331,75493
05/06/2009,21:00:00,1.33331,1.34696,1.32512,1.33891,80063
05/07/2009,21:00:00,1.33891,1.36318,1.3342,1.36265,71279
05/10/2009,21:00:00,1.36265,1.36676,1.35572,1.35811,64879
05/11/2009,21:00:00,1.35811,1.3707,1.3563,1.36471,72600
05/12/2009,21:00:00,1.36471,1.37217,1.35662,1.35982,81384
05/13/2009,21:00:00,1.35982,1.36654,1.3525,1.36381,72619
05/14/2009,21:00:00,1.36381,1.36494,1.34616,1.34889,69625
05/17/2009,21:00:00,1.34889,1.35629,1.3423,1.356,63813
05/18/2009,21:00:00,1.356,1.36681,1.353,1.36281,76246
05/19/2009,21:00:00,1.36281,1.38304,1.35832,1.37791,83632
05/20/2009,21:00:00,1.37791,1.39231,1.37273,1.38891,81737
05/21/2009,21:00:00,1.38891,1.40504,1.38879,1.4001,70399
05/24/2009,21:00:00,1.4001,1.40451,1.39578,1.40115,36074
05/25/2009,21:00:00,1.40115,1.40218,1.38592,1.39848,77091
05/26/2009,21:00:00,1.39848,1.40001,1.38314,1.38334,76490
05/27/2009,21:00:00,1.38334,1.39835,1.37926,1.39463,82407
05/28/2009,21:00:00,1.39463,1.41681,1.3925,1.41365,78194
05/31/2009,21:00:00,1.41365,1.4246,1.40988,1.41579,67906
06/01/2009,21:00:00,1.41579,1.43307,1.41018,1.43001,90098
06/02/2009,21:00:00,1.43001,1.43382,1.41087,1.41611,93155
06/03/2009,21:00:00,1.41611,1.42416,1.407,1.41816,87724
06/04/2009,21:00:00,1.41816,1.42672,1.39322,1.39634,83039
06/07/2009,21:00:00,1.39634,1.40021,1.38052,1.38976,75697
06/08/2009,21:00:00,1.38976,1.41014,1.3852,1.40616,75011
06/09/2009,21:00:00,1.40616,1.41437,1.39149,1.39831,81785
06/10/2009,21:00:00,1.39831,1.41778,1.39428,1.41079,69665
06/11/2009,21:00:00,1.41079,1.41283,1.39351,1.3998,70521
06/14/2009,21:00:00,1.3998,1.40009,1.37552,1.3802,66893
06/15/2009,21:00:00,1.3802,1.39332,1.3748,1.38351,82637
06/16/2009,21:00:00,1.38351,1.39851,1.38065,1.394,79287
06/17/2009,21:00:00,1.394,1.4001,1.38712,1.38975,64427
06/18/2009,21:00:00,1.38975,1.40117,1.38825,1.3944,58890
06/21/2009,21:00:00,1.3944,1.39544,1.38261,1.38636,64109
06/22/2009,21:00:00,1.38636,1.41087,1.38281,1.40764,70348
06/23/2009,21:00:00,1.40764,1.4138,1.3888,1.39271,75567
06/24/2009,21:00:00,1.39271,1.40133,1.38887,1.39851,71566
06/25/2009,21:00:00,1.39851,1.41177,1.39811,1.40674,62195
06/28/2009,21:00:00,1.40674,1.41028,1.39828,1.40796,56522
06/29/2009,21:00:00,1.40796,1.41521,1.40005,1.40312,57354
06/30/2009,21:00:00,1.40312,1.42006,1.4001,1.41391,71372
07/01/2009,21:00:00,1.41391,1.41537,1.39889,1.40021,72749
07/02/2009,21:00:00,1.40021,1.40273,1.39266,1.3976,39217
07/05/2009,21:00:00,1.3976,1.39977,1.38762,1.39821,60098
07/06/2009,21:00:00,1.39821,1.40499,1.39032,1.39191,68200
07/07/2009,21:00:00,1.39191,1.39377,1.38325,1.38811,72149
07/08/2009,21:00:00,1.38811,1.40717,1.38581,1.40169,73522
07/09/2009,21:00:00,1.40169,1.40299,1.38782,1.39479,66240
07/12/2009,21:00:00,1.39479,1.4001,1.38969,1.39754,65961
07/13/2009,21:00:00,1.39754,1.40141,1.39112,1.39651,69792
07/14/2009,21:00:00,1.39651,1.41349,1.3963,1.41051,63756
07/15/2009,21:00:00,1.41051,1.41656,1.40553,1.41461,68438
07/16/2009,21:00:00,1.41461,1.41498,1.40627,1.40995,59672
07/19/2009,21:00:00,1.40995,1.42486,1.40919,1.42291,58550
07/20/2009,21:00:00,1.42291,1.42767,1.41632,1.42231,60917
07/21/2009,21:00:00,1.42231,1.42569,1.41557,1.42176,59515
07/22/2009,21:00:00,1.42176,1.42908,1.41188,1.41409,67009
07/23/2009,21:00:00,1.41409,1.42532,1.41347,1.4214,53358
07/26/2009,21:00:00,1.4214,1.42975,1.4171,1.42295,61717
